song_id,title,artist,artist_id,genre,label_source,label_confidence,other_reason,audio_path,audio_status,lyrics_path,lyrics_status,cover_path,cover_status,release_year,year_status,tier,modality_state,dataset_version,release_year_status,release_year_source,lyrics_available,cover_available,audio_available,version_type,source,source_id
RMVM_S_ca27d6f989,Liên Khúc: Ước Mơ Trong Đời - Có Nhau Trọn Đời (Live),Hồ Quỳnh Hương,ART_b84167a040,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,,unavailable,data/covers/RMVM_S_ca27d6f989.jpg,verified_local,2011.0,verified,TIER_A,COVER_ONLY,v1,verified,verified_crawl,0,1,0,original_recording,,Z7IOFD9C
RMVM_S_bb4efb9866,Anh Tin Mình Đã Cho Nhau 1 Kỉ Niệm (Prod.by Pharreal Phương & Dsmall),Nhiều nghệ sĩ,ART_736b531937,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_bb4efb9866.txt,verified_local,data/covers/RMVM_S_bb4efb9866.jpg,verified_local,2017.0,verified,TIER_A,LYRICS_COVER,v1,verified,verified_crawl,1,1,0,original_recording,,ZW7FOAUI
RMVM_S_e3215120c8,Kết Thúc Một Cuộc Tình (Phi Nguyễn Remix),Cao Nam Thành,ART_96f1876e49,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_e3215120c8.txt,verified_local,data/covers/RMVM_S_e3215120c8.jpg,verified_local,2018.0,verified,TIER_A,LYRICS_COVER,v1,verified,verified_crawl,1,1,0,original_recording,,ZW9FDEWW
RMVM_S_95552aeb06,Anh Quá Khó Phải Không Em (Remix),Đoàn Việt Phương,ART_9bdc86fea0,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_95552aeb06.txt,verified_local,,unavailable,2014.0,verified,TIER_A,LYRICS_ONLY,v1,verified,verified_crawl,1,0,0,original_recording,,ZW6EO0FO
RMVM_S_b624658b9b,Tranh Nguoi Yeu Toi Ra,Đào Nguyễn Ánh,ART_1995f6593a,ROCK,source_tag_verification,0.85,,,unavailable,data/lyrics/RMVM_S_b624658b9b.txt,verified_local,,unavailable,2018.0,verified,TIER_B,LYRICS_ONLY,v1,verified,verified_crawl,1,0,0,original_recording,,ZW8WD8CC
RMVM_S_8e45686acc,Anh Xin Lỗi Em Remix,Châu Khải Phong,ART_b5c7c65b2f,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_8e45686acc.txt,verified_local,,unavailable,2014.0,verified,TIER_A,LYRICS_ONLY,v1,verified,verified_crawl,1,0,0,original_recording,,ZW6EA98U
RMVM_S_e982541147,Đô Thị (The Remix 2017),"MiA, Tronie Ngô, Addy Trần",ART_a6da16f673,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_e982541147.txt,verified_local,,unavailable,2017.0,verified,TIER_A,LYRICS_ONLY,v1,verified,verified_crawl,1,0,0,original_recording,,ZW79Z8A9
RMVM_S_31e68cb92e,Giấc Mơ Không Quay Về,The Men,ART_bbb595b853,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_31e68cb92e.txt,verified_local,,unavailable,2012.0,verified,TIER_A,LYRICS_ONLY,v1,verified,verified_crawl,1,0,0,original_recording,,ZW60B0UA
RMVM_S_63e60c3258,Anh thấy mình nhớ em,Tống Gia Vỹ,ART_3056dbc2e2,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_63e60c3258.txt,verified_local,,unavailable,2011.0,verified,TIER_A,LYRICS_ONLY,v1,verified,verified_crawl,1,0,0,original_recording,,ZWZBC878
RMVM_S_4a18af78d0,Anh Sợ Mất Em (Remix),The Men,ART_bbb595b853,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_4a18af78d0.txt,verified_local,,unavailable,2015.0,verified,TIER_A,LYRICS_ONLY,v1,verified,verified_crawl,1,0,0,original_recording,,Z688ZFAO
