song_id,title,artist,artist_id,genre,raw_genre,source_genre,tier,label_source,label_confidence,release_year,has_audio,has_lyrics,has_cover,is_full_multimodal,modality_pattern,physical_quality_status,audio_path,lyrics_path,cover_path,source_url,source_id,split
RMVM_S_d55c5ebe7b,Bao Lời Hoa Mỹ,"Lynk Lee, Nah",ART_997d84c851,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_d55c5ebe7b.txt,,https://a128-z3.zmdcdn.me/e8043326358082515ba25834df4c5df7?authen=exp=1772902466~acl=/e8043326358082515ba25834df4c5df7*~hmac=5ee0e7bde61844138904860433024032,Z6UCEAEB,train
RMVM_S_20fbebfbf7,Được Tin Em Lấy Chồng,Võ Hoàng Lâm,ART_f36a18c45f,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_20fbebfbf7.jpg,https://a128-z3.zmdcdn.me/2be9b91fcf53d9cb8578949bd6eaaa54?authen=exp=1772900826~acl=/2be9b91fcf53d9cb8578949bd6eaaa54*~hmac=e7b04803cb5a080ee0426f773b919272,Z6B0U970,train
RMVM_S_60b010ae01,Lời Dối Gian Muộn Màng,Đăng Minh,ART_28deb49048,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_60b010ae01.txt,,https://a128-z3.zmdcdn.me/1557f867157cd828b6c86dfce390becb?authen=exp=1772906087~acl=/1557f867157cd828b6c86dfce390becb*~hmac=9ee713cada8a5590863016f2292547a4,ZW78BIFB,train
RMVM_S_e5faec3df3,Đòi Quà Cứ Ra Tòa,Karik,ART_ac386cda83,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_e5faec3df3.txt,,https://a128-z3.zmdcdn.me/bfd3845de9c16c15de76e4c1dace2b5e?authen=exp=1772903772~acl=/bfd3845de9c16c15de76e4c1dace2b5e*~hmac=6edd5fd8d897e859a009080c1c70c122,ZW806WZO,train
RMVM_MB_2db77272f0,Em Bé,Karik,ART_ac386cda83,RAP_HIPHOP,rap_hiphop,rap_hiphop,TIER_B,musicbrainz_artist_discography,0.85,2020.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/c5f32e42-799d-4ff3-b80e-749e4adadeb8,c5f32e42-799d-4ff3-b80e-749e4adadeb8,train
RMVM_MB_cbf8c04f8e,Bạn Đời,Karik,ART_ac386cda83,RAP_HIPHOP,rap_hiphop,rap_hiphop,TIER_B,musicbrainz_artist_discography,0.85,2023.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/41e4871e-70c7-4fde-b2ae-05536a0a5b27,41e4871e-70c7-4fde-b2ae-05536a0a5b27,train
RMVM_MB_9d0e2fb7e3,Người Lạ Ơi,Karik,ART_ac386cda83,RAP_HIPHOP,rap_hiphop,rap_hiphop,TIER_B,musicbrainz_artist_discography,0.85,2020.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/ac06b394-3a78-4e4d-aa2c-e426338c7e77,ac06b394-3a78-4e4d-aa2c-e426338c7e77,train
RMVM_MB_0e27fdd98b,Kiềng 3 Chân,Karik,ART_ac386cda83,RAP_HIPHOP,rap_hiphop,rap_hiphop,TIER_B,musicbrainz_artist_discography,0.85,2022.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/92b32ccc-a84b-4ccf-bf78-d5848c35485f,92b32ccc-a84b-4ccf-bf78-d5848c35485f,train
RMVM_MB_1f1eec3269,Vì Mẹ Anh Bắt Chia Tay,Karik,ART_ac386cda83,RAP_HIPHOP,rap_hiphop,rap_hiphop,TIER_B,musicbrainz_artist_discography,0.85,2022.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/453a7a62-8089-4d38-aeb9-5c28840bad77,453a7a62-8089-4d38-aeb9-5c28840bad77,train
RMVM_MB_bf1a15eaa4,Việt Nam Hết Mình,Karik,ART_ac386cda83,RAP_HIPHOP,rap_hiphop,rap_hiphop,TIER_B,musicbrainz_artist_discography,0.85,2022.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/a0ea1a02-4172-4c61-b849-b3087170d83c,a0ea1a02-4172-4c61-b849-b3087170d83c,train
RMVM_MB_8b5b6a37f0,Turkisk Peppar,Karik,ART_ac386cda83,RAP_HIPHOP,rap_hiphop,rap_hiphop,TIER_B,musicbrainz_artist_discography,0.85,2001.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/eee0c024-7703-43f5-ae30-74777f12ffa1,eee0c024-7703-43f5-ae30-74777f12ffa1,train
RMVM_MB_21ff60fd1f,Việt Nam Tử Tế,Karik,ART_ac386cda83,RAP_HIPHOP,rap_hiphop,rap_hiphop,TIER_B,musicbrainz_artist_discography,0.85,2020.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/de896361-b619-4227-96a6-447bd1a5c740,de896361-b619-4227-96a6-447bd1a5c740,train
RMVM_MB_441481b46c,Việt Nam Tử Tế (instrumental),Karik,ART_ac386cda83,RAP_HIPHOP,rap_hiphop,rap_hiphop,TIER_B,musicbrainz_artist_discography,0.85,2020.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/37fb91e1-00d0-4b4a-af81-06ac3d37f52f,37fb91e1-00d0-4b4a-af81-06ac3d37f52f,train
